World News (wn.com),Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,95
WNCT - Greenville News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
World Net Daily (WND),Questionable Sources,Low,United States,Low Credibility,Website Only,Medium Traffic,81
WND News Center,Questionable Sources,Low,United States,Low Credibility,Organization/Foundation,Minimal Traffic,
WNDU News Now,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WNEM - Bay City News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WNEP - Scranton News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
Wilmington News Journal,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
World Magazine,Right,Mixed,United States,Medium Credibility,Magazine,Medium Traffic,81
WNYC,Left-Center,High,United States,High Credibility,Radio Station,Medium Traffic,87
WNYT - Albany News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WOGX - Fox 51 - Gainesville,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
Washington Office on Latin America (WOLA),Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,
Women are Human,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,30
Women's Rights News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Medium Traffic,1
Wonkette,Left,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,80
WOOD - Grand Rapids News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
Workers World,Left,Mixed,United States,Medium Credibility,Newspaper,Medium Traffic,72
World Affairs Brief,Conspiracy-Pseudoscience,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,47
The World Can't Wait,Left,Mixed,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,44
World Council for Health,Conspiracy-Pseudoscience,Very Low,United Kingdom,Low Credibility,Organization/Foundation,Medium Traffic,
WorldCrunch,Left-Center,High,France,High Credibility,Website Only,Minimal Traffic,66
World Doctors Alliance,Conspiracy-Pseudoscience,Very Low,Unknown or Invalid Region,Low Credibility,Organization/Foundation,Minimal Traffic,30
WordGreyNews.com,Questionable Sources,Very Low,Serbia,Low Credibility,Website Only,Minimal Traffic,0
WorldHealth.Net,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Organization/Foundation,Minimal Traffic,47
World Lifestyle,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Website Only,High Traffic,
World News Daily Report,Satire,,Canada,N/A,Website Only,Medium Traffic,65
Worldometers,Least Biased,High,United States,High Credibility,Website Only,High Traffic,70
World Politics Review,Left-Center,High,United States,High Credibility,Website Only,Medium Traffic,48
World Population Review,Least Biased,Mostly Factual,United States,High Credibility,Website Only,High Traffic,67
World Press Review,Left-Center,Mostly Factual,United States,Medium Credibility,Website Only,Minimal Traffic,50
Socialist Standard,Left,Mixed,United Kingdom,Medium Credibility,Organization/Foundation,Minimal Traffic,60
WorldStarHipHop,Questionable Sources,Mixed,United States,Low Credibility,Website Only,High Traffic,82
World Tribune,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,50
World Truth TV,Conspiracy-Pseudoscience,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,61
Worldview Weekend,Conspiracy-Pseudoscience,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,
WOWK - Charleston-Huntington News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WOWT 6 News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WPBF - West Palm Beach News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
News Source,Bias,Reporting,Country,Credibility,Media Type,Traffic,Popularity Estimate
WPDE - Florence News,Right-Center,High,United States,High Credibility,TV Station,Medium Traffic,
WPGH - Pittsburgh News,Right-Center,High,United States,High Credibility,TV Station,Minimal Traffic,
WPRI - Providence,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WPTA - Fort Wayne,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WPXI,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,61
WQAD - Moline News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WQOW - Eau Claire News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WRAL,Left-Center,High,United States,High Credibility,TV Station,High Traffic,0
WRBL - Columbus News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WRDW - News 12,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WREG - Memphis,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WREX - Rockford News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
World Resources Institute (WRI),Left-Center,High,United States,High Credibility,Organization/Foundation,Medium Traffic,89
WRIC - Richmond News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WRTV - Indianapolis News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WSAV - Savannah News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WSAW-TV,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WSAZ News Channel,Least Biased,High,United States,High Credibility,TV Station,High Traffic,54
WSBT 22 News,Right-Center,High,United States,High Credibility,TV Station,Medium Traffic,
WSB - Atlanta News,Least Biased,High,United States,High Credibility,TV Station,High Traffic,
WSET - Lynchburg News,Right-Center,High,United States,High Credibility,TV Station,Medium Traffic,0
WSFA - Montgomery,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WSFL - Miami News,Least Biased,High,United States,High Credibility,TV Station,Minimal Traffic,
WSIL - Harrisburg News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
Wall Street Journal,Right-Center,Mostly Factual,United States,High Credibility,Newspaper,High Traffic,97
WSLS - 10 News - Roanoke,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WSMV - Nashville,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WSOC - Charlotte News,Least Biased,High,United States,High Credibility,TV Station,High Traffic,
WSPA - Spartanburg News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,0
WSVN,Left-Center,High,United States,High Credibility,TV Station,Medium Traffic,80
World Socialist Web Site,Left,Mostly Factual,United States,High Credibility,Organization/Foundation,Medium Traffic,69
WTAE Pittsburgh's Action News,Least Biased,High,United States,High Credibility,TV Station,High Traffic,56
WTAP Parkersburg News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WTHI - Terre Haute News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WTHR - Indianapolis News,Least Biased,High,United States,High Credibility,TV Station,High Traffic,
WTKR - Norfolk News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WGNT - Hampton Roads News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WTNH - New Haven News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,0
WTOC - Savannah,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,0
WTOK,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WTOL - Toledo News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
Washington's Top News (WTOP),Least Biased,High,United States,High Credibility,Radio Station,High Traffic,85
WTOV Steubenville-Wheeling,Right-Center,High,United States,High Credibility,TV Station,Medium Traffic,
WTSP - Tampa Bay News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WTVA - Tupelo News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WTVM - Columbus News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WTVR - Richmond News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WTVY Channel 4,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WTWC - Tallahassee News,Right-Center,High,United States,High Credibility,TV Station,Medium Traffic,
WUSA9.com,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,63
WUTV - Buffalo News,Right-Center,High,United States,High Credibility,TV Station,Minimal Traffic,
WVAH - Charleston News,Right-Center,High,United States,High Credibility,TV Station,Minimal Traffic,
WVAS - NPR - Montgomery,Left-Center,High,United States,High Credibility,Radio Station,Minimal Traffic,
Charleston Gazette Mail,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,76
WVLT 8,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
West Virginia Public Broadcasting,Least Biased,High,United States,High Credibility,Radio Station,High Traffic,
WVTM - Birmingham News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WVVA -Bluefield News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WWLP - Springfield News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WWL - New Orleans News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
Kalamazoo News - WWMT,Right-Center,High,United States,High Credibility,TV Station,Medium Traffic,
WWNY - Watertown,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
ABC News Australia,Left-Center,High,Australia,High Credibility,,High Traffic,95
Activist Post,Conspiracy-Pseudoscience,Low,Unknown or Invalid Region,Low Credibility,,Medium Traffic,76
The American Association for the Advancement of Science (AAAS),Pro-Science,Very High,United States,,,,74
Asian News International,Right-Center,Mixed,India,Medium Credibility,News Agency,Medium Traffic,73
Blacklisted News,Conspiracy-Pseudoscience,Mixed,United States,Low Credibility,,Medium Traffic,65
The Blue Route,Left,Mostly Factual,United States,Medium Credibility,,No Data,13
Centers for Disease Control (CDC),Pro-Science,Very High,United States,High Credibility,,High Traffic,97
Public Citizen,Left-Center,High,United States,High Credibility,,Minimal Traffic,78
CNN,Left,Mixed,United States,Medium Credibility,TV Station,High Traffic,98
DailyO,Right-Center,Mixed,India,Medium Credibility,,Medium Traffic,60
The Daily Telegraph (AUS),Right,Mixed,Australia,Medium Credibility,Newspaper,High Traffic,93
David Icke,Conspiracy-Pseudoscience,Very Low,United Kingdom,Low Credibility,,Medium Traffic,81
The DC Clothesline,Questionable Sources,Low,United States,Low Credibility,,Medium Traffic,55
The Federation for American Immigration Reform,Questionable Sources,Low,United States,Low Credibility,,Minimal Traffic,73
Government Accountability Institute,Right,Mixed,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,52
The Greanville Post,Conspiracy-Pseudoscience,Mixed,United States,Low Credibility,,No Data,50
International Business Times,Left-Center,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,91
Irish Independent,Right-Center,Mostly Factual,Ireland,High Credibility,,High Traffic,91
The Independent Institute,Right-Center,Mostly Factual,United States,Medium Credibility,,Minimal Traffic,74
InfoScum,Questionable Sources,Mixed,Canada,Low Credibility,,No Data,9
Infowars,Conspiracy-Pseudoscience,Very Low,United States,Low Credibility,Radio Station,High Traffic,90
Japan Today,Left-Center,High,Japan,High Credibility,,Medium Traffic,82
Journal Gazette,Least Biased,High,United States,High Credibility,,Medium Traffic,63
Just the Facts,Questionable Sources,Mixed,United States,Low Credibility,,No Data,34
Knight Foundation,Left-Center,High,United States,High Credibility,,Minimal Traffic,77
Lansing State Journal,Least Biased,High,United States,High Credibility,,Medium Traffic,75
Lawfare Blog,Least Biased,Very High,United States,High Credibility,,Medium Traffic,75
Le Gorafi,Satire,,France,N/A,,Medium Traffic,68
London Free Press,Right-Center,Mostly Factual,Canada,High Credibility,,Medium Traffic,71
Lifezette,Right,Mixed,United States,Medium Credibility,,Medium Traffic,67
Laredo Morning Times,Right-Center,High,United States,High Credibility,,Medium Traffic,70
Lucianne.com,Questionable Sources,Mixed,United States,Low Credibility,,Medium Traffic,66
Mackinac Center for Public Policy,Right-Center,Mostly Factual,United States,Medium Credibility,,Minimal Traffic,65
The Macon Telegraph,Least Biased,High,United States,High Credibility,,Medium Traffic,79
Manila Times,Right-Center,Mixed,Philippines,Medium Credibility,,Medium Traffic,78
